t,time_ms
1,.11674450000000000000
2,.13005670000000000000
3,.12579150000000000000
4,.19825260000000000000
5,.18784080000000000000
6,.24667340000000000000
7,.25216240000000000000
8,.30297200000000000000
9,.31465010000000000000
10,.35412180000000000000
