t,time_ms
1,3.90998100000000000000
2,2.13550600000000000000
3,1.48965000000000000000
4,1.24368100000000000000
5,1.04864800000000000000
6,.94125330000000000000
7,.87675160000000000000
8,.83154920000000000000
9,.79741360000000000000
10,.78832650000000000000
